site_name,site_address,site_city,site_zip,site_state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
Argenta-Oreana Elementary School,400 W South St,Oreana,62554-9774,IL,39.936939,-88.872103,1,rooftop,400,W South St,,,Oreana,IL,Macon County,62554,US,Macon
Sangamon Valley Primary School,PO Box 79,Harristown,62537-0079,IL,39.853267,-89.09476,0.33,place,79,PO Box,,,Harristown,IL,Macon County,62537,US,TIGER/Line® dataset from the US Census Bureau
Sangamon Valley Intermediate School,341 Matilda St,Illiopolis,62539-3805,IL,39.850143,-89.246449,1,range_interpolation,341,Matilda St,,,Illiopolis,IL,Sangamon County,62539,US,TIGER/Line® dataset from the US Census Bureau
Garfield Montessori School,300 Meadow Terrace Pl,Decatur,62521-5252,IL,39.816056,-88.957717,1,rooftop,300,Meadow Terrace Pl,,,Decatur,IL,Macon County,62521,US,Macon
Johns Hill Magnet School,1025 E Johns Ave,Decatur,62521-2741,IL,39.838103,-88.943043,1,rooftop,1025,E Johns Ave,,,Decatur,IL,Macon County,62521,US,Macon
Dennis Elem School,1499 W Main St,Decatur,62522-1909,IL,39.840468,-88.981603,1,rooftop,1499,W Main St,,,Decatur,IL,Macon County,62522,US,Macon
MacArthur High School,1499 W Grand Ave,Decatur,62522-1410,IL,39.853097,-88.979595,1,rooftop,1499,W Grand Ave,,,Decatur,IL,Macon County,62522,US,Macon
Pershing Early Learning Center,2912 N University Ave,Decatur,62526-1557,IL,39.874805,-88.974968,1,rooftop,2912,N University Ave,,,Decatur,IL,Macon County,62526,US,Macon
Alternative Education Center,620 E Garfield Ave,Decatur,62526-4550,IL,39.862772,-88.949364,1,rooftop,620,E Garfield Ave,,,Decatur,IL,Macon County,62526,US,Macon
Milligan Academy Rssp,300 E Eldorado St,Decatur,62523-1037,IL,39.846152,-88.952699,1,rooftop,300,E Eldorado St,,,Decatur,IL,Macon County,62523,US,Macon
Benjamin Franklin Elem School,2440 N Summit Ave,Decatur,62526-3181,IL,39.868397,-88.986824,1,rooftop,2440,N Summit Ave,,,Decatur,IL,Macon County,62526,US,Macon
Durfee Magnet Elementary,1077 W Grand Ave,Decatur,62522-1536,IL,39.854244,-88.971847,1,rooftop,1077,W Grand Ave,,,Decatur,IL,Macon County,62522,US,Macon
Stevenson Accelerated School,3900 N Neely Ave,Decatur,62526-1915,IL,39.893698,-88.945084,1,rooftop,3900,N Neeley Ave,,,Decatur,IL,Macon County,62526,US,Macon
Enterprise Elem School,2115 S Taylor Rd,Decatur,62521-9103,IL,39.815622,-88.982878,0.95,rooftop,2115,S Taylor Rd,,,Decatur,IL,Macon County,62522,US,Macon
Oak Grove Accelerated School,2160 W Center St,Decatur,62526-3319,IL,39.856396,-88.991057,1,rooftop,2160,W Center St,,,Decatur,IL,Macon County,62526,US,Macon
Parsons Accelerated School,3591 N MacArthur Rd,Decatur,62526-1452,IL,39.886523,-88.965334,1,rooftop,3591,N Macarthur Rd,,,Decatur,IL,Macon County,62526,US,Macon
South Shores Elem School,2500 S Franklin Street Rd,Decatur,62521-5302,IL,39.810465,-88.951439,1,rooftop,2500,S Franklin Street Rd,,,Decatur,IL,Macon County,62521,US,Macon
Michael E Baum Elem School,801 S Lake Ridge Ave,Decatur,62521-4348,IL,39.833374,-88.893551,1,rooftop,801,S Lake Ridge Ave,,,Decatur,IL,Macon County,62521,US,Macon
Mary W French Academy,520 W Wood St,Decatur,62522-3112,IL,39.840545,-88.962739,1,rooftop,520,W Wood St,,,Decatur,IL,Macon County,62522,US,Macon
Muffley Elem School,88 S Country Club Rd,Decatur,62521-4473,IL,39.821744,-88.910446,1,rooftop,88,S Country Club Rd,,,Decatur,IL,Macon County,62521,US,Macon
Hope Academy,955 N Illinois St,Decatur,62521-1427,IL,39.851125,-88.94326,1,rooftop,955,N Illinois St,,,Decatur,IL,Macon County,62521,US,Macon
Stephen Decatur Middle School,1 Educational Park,Decatur,62526-2548,IL,39.886684,-88.94299,0.9,rooftop,1,N Educational Park Dr,,,Decatur,IL,Macon County,62526,US,Macon
Eisenhower High School,1200 S 16th St,Decatur,62521-3801,IL,39.829077,-88.934648,1,rooftop,1200,S 16th St,,,Decatur,IL,Macon County,62521,US,Macon
Robertson Charter School,2240 E Geddes Ave,Decatur,62526-5127,IL,39.858862,-88.925205,0.95,rooftop,2240,E Geddes Ave,,,Decatur,IL,Macon County,62521,US,Macon
Deland-Weldon Elem School,2311 N 300 East Rd,Weldon,61882-8902,IL,40.132061,-89.085395,0.5,street_center,,N 300 East Rd,,,Kenney,IL,De Witt County,61749,US,TIGER/Line® dataset from the US Census Bureau
Deland-Weldon Middle School,2311 N 300 East Rd,Weldon,61882-8902,IL,40.132061,-89.085395,0.5,street_center,,N 300 East Rd,,,Kenney,IL,De Witt County,61749,US,TIGER/Line® dataset from the US Census Bureau
Carrollton High School,950 3rd St,Carrollton,62016-1506,IL,39.29415,-90.403845,1,range_interpolation,950,3rd St,,,Carrollton,IL,Greene County,62016,US,TIGER/Line® dataset from the US Census Bureau
Carrollton Grade School,721 4th St,Carrollton,62016-1509,IL,39.296957,-90.40623,1,range_interpolation,721,4th St,,,Carrollton,IL,Greene County,62016,US,TIGER/Line® dataset from the US Census Bureau
North Greene Jr/Sr High Sch,546 N Main St,White Hall,62092-1151,IL,39.442462,-90.402846,1,range_interpolation,546,N Main St,,,White Hall,IL,Greene County,62092,US,TIGER/Line® dataset from the US Census Bureau
North Greene Elem,403 W North St,Roodhouse,62082-1065,IL,39.486285,-90.373953,1,range_interpolation,403,W North St,,,Roodhouse,IL,Greene County,62082,US,TIGER/Line® dataset from the US Census Bureau
Jerseyville West Elem School,1000 W Carpenter St,Jerseyville,62052-1479,IL,39.116001,-90.339805,1,range_interpolation,1000,W Carpenter St,,,Jerseyville,IL,Jersey County,62052,US,TIGER/Line® dataset from the US Census Bureau
Jerseyville East Elem School,201 N Giddings Ave,Jerseyville,62052-1717,IL,39.122218,-90.324018,1,rooftop,201,N Giddings Ave,,,Jerseyville,IL,Jersey County,62052,US,Jersey
Northwestern High School,30889 Route 111,Palmyra,62674-6303,IL,39.446305,-89.99344,0.67,nearest_rooftop_match,30953,State Rte 111,,,Palmyra,IL,Macoupin County,62674,US,Macoupin
Northwestern Elem School,30953 Route 111,Palmyra,62674-6304,IL,39.446305,-89.99344,1,rooftop,30953,State Rte 111,,,Palmyra,IL,Macoupin County,62674,US,Macoupin
Northwestern Jr High School,30889 Route 111,Palmyra,62674-6303,IL,39.446305,-89.99344,0.67,nearest_rooftop_match,30953,State Rte 111,,,Palmyra,IL,Macoupin County,62674,US,Macoupin
Mt Olive Elementary School,804 W Main St,Mount Olive,62069-1549,IL,39.072447,-89.738142,0.9,range_interpolation,804,W Main St,,,Mount Olive,IL,Macoupin County,62069,US,TIGER/Line® dataset from the US Census Bureau
Staunton Elem School,801 N Deneen St,Staunton,62088-1017,IL,39.019235,-89.794461,1,range_interpolation,801,N Deneen St,,,Staunton,IL,Macoupin County,62088,US,TIGER/Line® dataset from the US Census Bureau
Gillespie High School,612 Broadway St,Gillespie,62033-1164,IL,39.129318,-89.827738,1,range_interpolation,612,Broadway St,,,Gillespie,IL,Macoupin County,62033,US,TIGER/Line® dataset from the US Census Bureau
Gillespie Middle School,412 Oregon St,Gillespie,62033-1174,IL,39.126501,-89.825289,0.9,range_interpolation,412,Oregon St,,,Gillespie,IL,Macoupin County,62033,US,TIGER/Line® dataset from the US Census Bureau
Ben-Gil Elementary School,340 Kelly St,Gillespie,62033-1476,IL,39.13511,-89.814689,0.6,street_center,,Clay St,,,Gillespie,IL,Macoupin County,62033,US,TIGER/Line® dataset from the US Census Bureau
North Mac High School,231 W Fortune St,Virden,62690-1228,IL,39.50668,-89.769516,1,range_interpolation,231,W Fortune St,,,Virden,IL,Macoupin County,62690,US,TIGER/Line® dataset from the US Census Bureau
North Mac Intermediate,525 N 3rd St,Girard,62640-1157,IL,39.453015,-89.780461,0.6,street_center,,N 3rd St,,,Girard,IL,Macoupin County,62640,US,TIGER/Line® dataset from the US Census Bureau
North Mac Middle School,525 N 3rd St,Girard,62640-1157,IL,39.453015,-89.780461,0.6,street_center,,N 3rd St,,,Girard,IL,Macoupin County,62640,US,TIGER/Line® dataset from the US Census Bureau
North Mac Elementary,231 W Fortune St,Virden,62690-1228,IL,39.50668,-89.769516,1,range_interpolation,231,W Fortune St,,,Virden,IL,Macoupin County,62690,US,TIGER/Line® dataset from the US Census Bureau
Center for Educ Opp,201 Staunton Rd,Troy,62294-1227,IL,38.729674,-89.881459,1,range_interpolation,201,Staunton Rd,,,Troy,IL,Madison County,62294,US,TIGER/Line® dataset from the US Census Bureau
Central Intermediate School,601 Chaffer Ave,Roxana,62084-1126,IL,38.851948,-90.076559,1,range_interpolation,601,Chaffer Ave,,,Roxana,IL,Madison County,62084,US,TIGER/Line® dataset from the US Census Bureau
Roxana Junior High School,401 Chaffer Ave,Roxana,62084-1125,IL,38.85079,-90.076686,1,range_interpolation,401,Chaffer Ave,,,Roxana,IL,Madison County,62084,US,TIGER/Line® dataset from the US Census Bureau
South Primary School,414 Indiana Ave,South Roxana,62087-1628,IL,38.829518,-90.057332,1,range_interpolation,414,Indiana Ave,,,South Roxana,IL,Madison County,62087,US,TIGER/Line® dataset from the US Census Bureau
Venice Elem School,300 4th St,Venice,62090-1015,IL,38.662426,-90.169642,1,range_interpolation,300,4th St,,,Venice,IL,Madison County,62090,US,TIGER/Line® dataset from the US Census Bureau
District 7 Alternative School,6148 Center Grove Rd,Edwardsville,62025-3308,IL,38.841819,-89.877841,1,place,,,,,Edwardsville,IL,Madison County,62025,US,TIGER/Line® dataset from the US Census Bureau
Granite City High School,3148 Fehling Rd,Granite City,,IL,38.718814,-90.129068,1,range_interpolation,3148,Fehling Rd,,,Granite City,IL,Madison County,62040,US,TIGER/Line® dataset from the US Census Bureau
Coolidge Junior High Sch,3231 Nameoki Rd,Granite City,62040-5001,IL,38.720967,-90.122886,1,range_interpolation,3231,Nameoki Rd,,,Granite City,IL,Madison County,62040,US,TIGER/Line® dataset from the US Census Bureau
Mitchell Elementary School,316 E Chain of Rocks Rd,Granite City,62040-2721,IL,38.761496,-90.087674,1,range_interpolation,316,E Chain Of Rocks Rd,,,Granite City,IL,Madison County,62040,US,TIGER/Line® dataset from the US Census Bureau
Maryville Elem School,4651 Maryville Rd,Granite City,62040-2516,IL,38.738608,-90.104233,1,range_interpolation,4651,Maryville Rd,,,Granite City,IL,Madison County,62040,US,TIGER/Line® dataset from the US Census Bureau
Prather Elementary School,2450 W 25Th St,Granite City,,IL,38.714407,-90.157724,1,range_interpolation,2450,W 25th St,,,Granite City,IL,Madison County,62040,US,TIGER/Line® dataset from the US Census Bureau
Grigsby Intermediate Sch,3801 Cargill Rd,Granite City,62040-4215,IL,38.729882,-90.08505,0.9,range_interpolation,3801,Cargill Rd,,,Granite City,IL,Madison County,62040,US,TIGER/Line® dataset from the US Census Bureau
Wilson Elem School,2400 Wilson Ave,Granite City,62040-6059,IL,38.714191,-90.107056,1,range_interpolation,2400,Wilson Ave,,,Granite City,IL,Madison County,62040,US,TIGER/Line® dataset from the US Census Bureau
Frohardt Elem School,2040 Johnson Rd,Granite City,62040-3956,IL,38.723033,-90.114901,1,range_interpolation,2040,Johnson Rd,,,Granite City,IL,Madison County,62040,US,TIGER/Line® dataset from the US Census Bureau
John A Renfro Elementary School,311 Camelot Dr,Collinsville,62234-4815,IL,38.695855,-89.972717,1,range_interpolation,311,Camelot Dr,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
Dorris Intermediate Sch,1841 Vandalia St,Collinsville,62234-4854,IL,38.693059,-89.970793,1,range_interpolation,1841,Vandalia St,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
Collinsville Middle School,9649 Collinsville Rd,Collinsville,62234-1876,IL,38.660135,-90.02561,0.9,range_interpolation,9649,Collinsville Rd,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
Hollywood Heights,6 Oakland,Caseyville,,IL,38.632131,-89.996741,0.9,rooftop,6,S Oakland St,,,Caseyville,IL,St. Clair County,62232,US,St Clair
Twin Echo Elem School,1937 S Morrison Ave,Collinsville,62234-1515,IL,38.649697,-89.996227,1,range_interpolation,1937,S Morrison Ave,,,Collinsville,IL,St. Clair County,62234,US,TIGER/Line® dataset from the US Census Bureau
Webster Elementary School,108 W Church St,Collinsville,62234-2725,IL,38.66877,-89.98687,1,range_interpolation,108,W Church St,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
Caseyville Elementary School,433 S 2nd St,Caseyville,62232-1525,IL,38.636251,-90.030909,1,rooftop,433,S 2nd St,,,Caseyville,IL,St. Clair County,62232,US,St Clair
Kreitner Elem School,9000 College St,Collinsville,62234-1701,IL,38.661823,-90.045767,1,range_interpolation,9000,College St,,,Collinsville,IL,Madison County,62234,US,TIGER/Line® dataset from the US Census Bureau
Alton High School,4200 Humbert Rd,Alton,62002-7117,IL,38.936959,-90.157191,1,range_interpolation,4200,Humbert Rd,,,Alton,IL,Madison County,62002,US,TIGER/Line® dataset from the US Census Bureau
West Elementary School,1513 State St,Alton,62002-3456,IL,38.906056,-90.194495,1,range_interpolation,1513,State St,,,Alton,IL,Madison County,62002,US,TIGER/Line® dataset from the US Census Bureau
Alton Middle School,2200 College Ave,Alton,62002-4602,IL,38.903514,-90.15441,1,range_interpolation,2200,College Ave,,,Alton,IL,Madison County,62002,US,TIGER/Line® dataset from the US Census Bureau
North Elementary School,5600 Godfrey Rd,Godfrey,62035-2422,IL,38.947548,-90.19099,1,range_interpolation,5600,Godfrey Rd,,,Godfrey,IL,Madison County,62035,US,TIGER/Line® dataset from the US Census Bureau
Lewis & Clark Elem School,6800 Humbert Rd,Godfrey,62035-2250,IL,38.966227,-90.18085,1,range_interpolation,6800,Humbert Rd,,,Godfrey,IL,Madison County,62035,US,TIGER/Line® dataset from the US Census Bureau
Mark Twain,907 Milton Rd,Alton,62002-3165,IL,38.890518,-90.130789,1,range_interpolation,907,Milton Rd,,,Alton,IL,Madison County,62002,US,TIGER/Line® dataset from the US Census Bureau
Eunice Smith Elem School,2400 Henry St,Alton,62002-4446,IL,38.911212,-90.176785,1,range_interpolation,2400,Henry St,,,Alton,IL,Madison County,62002,US,TIGER/Line® dataset from the US Census Bureau
Gilson Brown Elem School,1613 W Delmar Ave,Godfrey,62035-1317,IL,38.931193,-90.216402,1,range_interpolation,1613,W Delmar Ave,,,Godfrey,IL,Madison County,62035,US,TIGER/Line® dataset from the US Census Bureau
Lovejoy Elem School,1043 Tremont St,Alton,62002-6749,IL,38.905319,-90.168189,1,range_interpolation,1043,Tremont St,,,Alton,IL,Madison County,62002,US,TIGER/Line® dataset from the US Census Bureau
East Elementary School,1035 Washington Ave,Alton,62002-2802,IL,38.895805,-90.151794,1,range_interpolation,1035,Washington Ave,,,Alton,IL,Madison County,62002,US,TIGER/Line® dataset from the US Census Bureau
Madison Senior High School,600 Farrish St,Madison,62060-1567,IL,38.685893,-90.144164,0.6,street_center,,Farish St,,,Madison,IL,Madison County,62060,US,TIGER/Line® dataset from the US Census Bureau
Madison Jr High School,600 Farrish St,Madison,62060-1567,IL,38.685893,-90.144164,0.6,street_center,,Farish St,,,Madison,IL,Madison County,62060,US,TIGER/Line® dataset from the US Census Bureau
Bernard Long Elem School,1003 Farrish St,Madison,62060-1562,IL,38.685456,-90.144447,1,range_interpolation,1003,Farrish St,,,Madison,IL,Madison County,62060,US,TIGER/Line® dataset from the US Census Bureau
Washington Elem School,210 E Saint Louis Ave,East Alton,62024-1455,IL,38.877466,-90.105888,1,range_interpolation,210,E St Louis Ave,,,East Alton,IL,Madison County,62024,US,TIGER/Line® dataset from the US Census Bureau
East Alton Middle School,1000 3rd St,East Alton,62024-1605,IL,38.878842,-90.097077,1,range_interpolation,1000,3rd St,,,East Alton,IL,Madison County,62024,US,TIGER/Line® dataset from the US Census Bureau
Eastwood Elem School,1030 3rd St,East Alton,62024-1605,IL,38.878855,-90.096932,1,range_interpolation,1030,3rd St,,,East Alton,IL,Madison County,62024,US,TIGER/Line® dataset from the US Census Bureau
East Alton-Wood River High Sch,777 N Wood River Ave,Wood River,62095-1227,IL,38.871669,-90.098577,1,range_interpolation,777,N Wood River Ave,,,Wood River,IL,Madison County,62095,US,TIGER/Line® dataset from the US Census Bureau
Lewis-Clark Elem School,501 E Lorena Ave,Wood River,62095-2123,IL,38.862104,-90.088226,1,range_interpolation,501,E Lorena Ave,,,Wood River,IL,Madison County,62095,US,TIGER/Line® dataset from the US Census Bureau
Lewis-Clark Jr High School,501 E Lorena Ave,Wood River,62095-2123,IL,38.862104,-90.088226,1,range_interpolation,501,E Lorena Ave,,,Wood River,IL,Madison County,62095,US,TIGER/Line® dataset from the US Census Bureau
Hartford Elem School,110 W 2nd St,Hartford,62048-1204,IL,38.831668,-90.09605,1,range_interpolation,110,W 2nd St,,,Hartford,IL,Madison County,62048,US,TIGER/Line® dataset from the US Census Bureau
Catholic Childrens Home,1400 State St,Alton,62002-3410,IL,38.904382,-90.193708,1,range_interpolation,1400,State St,,,Alton,IL,Madison County,62002,US,TIGER/Line® dataset from the US Census Bureau
Harvard High School,1103 N Jefferson St,Harvard,60033-1757,IL,42.427519,-88.610931,1,range_interpolation,1103,N Jefferson St,,,Harvard,IL,McHenry County,60033,US,TIGER/Line® dataset from the US Census Bureau
Harvard Jr High School,1301 Garfield St,Harvard,60033-1737,IL,42.430452,-88.608523,1,range_interpolation,1301,Garfield St,,,Harvard,IL,McHenry County,60033,US,TIGER/Line® dataset from the US Census Bureau
Crosby Elem Sch,401 Hereley Dr,Harvard,60033-8370,IL,42.40297,-88.619692,1,rooftop,401,Hereley Dr,,,Harvard,IL,McHenry County,60033,US,Mchenry
Jefferson Elem School,1200 N Jefferson St,Harvard,60033-1730,IL,42.428915,-88.61171,1,rooftop,1200,N Jefferson St,,,Harvard,IL,McHenry County,60033,US,Mchenry
Washington Elem School,305 S Hutchinson St,Harvard,60033-2718,IL,42.419115,-88.621702,1,rooftop,305,S Hutchinson St,,,Harvard,IL,McHenry County,60033,US,Mchenry
Locust Elem School,539 Locust St,Marengo,60152-3413,IL,42.241212,-88.598621,1,rooftop,539,Locust St,,,Marengo,IL,McHenry County,60152,US,Mchenry
Clay Academy,112 Grove St,Woodstock,60098-3324,IL,42.321239,-88.446361,1,rooftop,112,Grove St,,,Woodstock,IL,McHenry County,60098,US,Mchenry
Monroe/Randolph Red Brick Sch,6137 Beck Rd,Red Bud,62278-3347,IL,38.291251,-89.941725,0.9,range_interpolation,6137,Beck Rd,,,Red Bud,IL,Monroe County,62278,US,TIGER/Line® dataset from the US Census Bureau
Career Center of Southern IL,6137 Beck Rd,Red Bud,62278-3347,IL,38.291251,-89.941725,0.9,range_interpolation,6137,Beck Rd,,,Red Bud,IL,Monroe County,62278,US,TIGER/Line® dataset from the US Census Bureau
Coulterville Junior High School,PO Box 396,Coulterville,62237-0396,IL,38.175298,-89.647936,0.33,place,396,PO Box,,,Coulterville,IL,Randolph County,62237,US,TIGER/Line® dataset from the US Census Bureau
Coulterville Elementary School,PO Box 396,Coulterville,62237-0396,IL,38.175298,-89.647936,0.33,place,396,PO Box,,,Coulterville,IL,Randolph County,62237,US,TIGER/Line® dataset from the US Census Bureau
Perandoe Educational Program,540 Pine St,Tilden,62292-0394,IL,38.210292,-89.680964,1,range_interpolation,540,Pine St,,,Tilden,IL,Randolph County,62292,US,TIGER/Line® dataset from the US Census Bureau
Chester Elem School,650 Opdyke St,Chester,62233-1419,IL,37.90707,-89.817294,1,range_interpolation,650,Opdyke St,,,Chester,IL,Randolph County,62233,US,TIGER/Line® dataset from the US Census Bureau
Sparta High School,205 W Hood St,Sparta,62286-2006,IL,38.131723,-89.704521,1,range_interpolation,205,W Hood St,,,Sparta,IL,Randolph County,62286,US,TIGER/Line® dataset from the US Census Bureau
Sparta Lincoln School,203A Dean Ave,Sparta,62286-2301,IL,38.132963,-89.703462,1,range_interpolation,203,Dean Ave,,,Sparta,IL,Randolph County,62286,US,TIGER/Line® dataset from the US Census Bureau
Regional Center for Change,500 E 5Th St,Rock Falls,61071-1804,IL,41.778254,-89.68353,1,rooftop,500,E 5th St,,,Rock Falls,IL,Whiteside County,61071,US,Whiteside
Jefferson Elem School,800 4th Ave,Dixon,61021-1806,IL,41.852564,-89.495949,1,rooftop,800,4th Ave,,,Dixon,IL,Lee County,61021,US,Lee
Madison School,618 Division St,Dixon,,IL,41.83309,-89.47328,1,range_interpolation,618,Division St,,,Dixon,IL,Lee County,61021,US,TIGER/Line® dataset from the US Census Bureau
Washington Elem School,703 E Morgan St,Dixon,61021-2257,IL,41.853553,-89.477652,1,rooftop,703,E Morgan St,,,Dixon,IL,Lee County,61021,US,Lee
Paw Paw Jr/Sr High School,PO Box 37,Paw Paw,61353-0037,IL,41.69376,-88.995749,0.33,place,37,PO Box,,,Paw Paw,IL,Lee County,61353,US,TIGER/Line® dataset from the US Census Bureau
