"","site_name","site_address","site_city","site_state","site_zip","latitude","longitude","site_type"
"1985","LEARN Chtr - 7th Campus","3021 W Carroll Ave","Chicago","IL","60612-1721",41.887418,-87.702113,"Schools"
"1986","LEARN Chtr - Middle School","3021 W Carroll Ave","Chicago","IL","60612-1721",41.887418,-87.702113,"Schools"
"1987","LEARN Charter 9 Campus in Waukegan","1200 W Glen Flora Ave","Waukegan","IL","60085-1753",42.379491,-87.846539,"Schools"
"1988","LEARN Chtr - South Chicago Campus","8914 S Buffalo Ave","Chicago","IL","60617-3416",41.732995,-87.544826,"Schools"
"1989","LEARN Chtr-Campbell Campus","212 S Francisco Ave","Chicago","IL","60612-3618",41.877667,-87.699187,"Schools"
"1990","LEARN Charter Excel Campus","3021 W Carroll Ave","Chicago","IL","60612-1721",41.887418,-87.702113,"Schools"
"1991","LEARN Chtr -  Hunter Perkins Campus","1700 W 83rd St","Chicago","IL","60620-4621",41.74327,-87.666291,"Schools"
"1992","LEARN Chtr - Butler","3021 W Carroll Ave","Chicago","IL","60612-1721",41.887418,-87.702113,"Schools"
"1993","Namaste Charter School Inc","3737 S Paulina St","Chicago","IL","60609-2047",41.825297,-87.667341,"Schools"
"1994","Legacy Elem Charter School","3318 W Ogden Ave","Chicago","IL","60623-2651",41.857007,-87.708473,"Schools"
"1995","Polaris Elem Charter Academy","620 N Sawyer Ave","Chicago","IL","60624-1528",41.892458,-87.7083,"Schools"
"1996","IHSCA Charter High School","2520 S Western Ave","Chicago","IL","60608-4809",41.845671,-87.685859,"Schools"
"1997","IJLA Charter High School","2570 S Blue Island","Chicago","IL","60608-4817",41.845496,-87.684091,"Schools"
"1998","Legal Prep Academy Charter HS","4319 W Washington Blvd","Chicago","IL","60624-2232",41.881585,-87.733905,"Schools"
"1999","Chicago Collegiate Charter School","11816 S Indiana Ave","Chicago","IL","60628-6227",41.679394,-87.618353,"Schools"
"2000","Christopher House Chrt ES","5235 W Belden St","Chicago","IL","60639-3001",41.922115,-87.757371,"Schools"
"2001","Childserv-Emergency Group Home","146 N Sleight St","Naperville","IL","60540-4740",41.777079,-88.140493,"Schools"
"2002","ChildServ-Downers Grove Group Home","4936 Highland Ave","Downers Grove","IL","60515-3628",41.797013,-88.009814,"Schools"
"2003","Childserv-Lisle Group Home","4603 Main St","Lisle","IL","60532-1219",41.803037,-88.07444,"Schools"
"2004","Chicago Jesuit Academy","5058 W Jackson Blvd","Chicago","IL","60644-4324",41.877363,-87.751888,"Schools"
"2005","Thresholds Young Adult Program","4219 N Lincoln Ave","Chicago","IL","60618-2901",41.958358,-87.681314,"Schools"
"2006","Cook Co Juvenile Detention Center","1100 S Hamilton Ave","Chicago","IL","60612-4207",41.867502,-87.680448,"Schools"
"2007","Rowe Elementary","1424 N Cleaver St","Chicago","IL","60642-2331",41.907829,-87.664574,"Schools"
"2008","Holy Family School","3415 W Arthington St","Chicago","IL","60624-4104",41.869649,-87.711835,"Schools"
"2009","CS Academy II","1443 W 63rd St","Chicago","IL","60636-2353",41.779209,-87.661045,"Schools"
"2010","CS Academy","6014 S Racine Ave","Chicago","IL","60636-1918",41.784534,-87.654987,"Schools"
"2011","Lubavitch Mesivta of Chicago","2756 W Morse Ave","Chicago","IL","60645-4519",42.006927,-87.699578,"Schools"
"2012","Lubavitch Girls High Sch","6350 N Whipple St","Chicago","IL","60659-1420",41.99608,-87.705817,"Schools"
"2013","Esperanza School","520 N Marshfield Ave","Chicago","IL","60622-6731",41.892023,-87.668544,"Schools"
"2014","Oakdale Christian Academy","9440 S Vincennes Ave","Chicago","IL","60620-3680",41.722033,-87.65081,"Schools"
"2015","Lawrence Hall Youth Services","4833 N Francisco Ave","Chicago","IL","60625-3640",41.971537,-87.701939,"Schools"
"2016","Chicago West Side Christian Sch","1240 S Pulaski Rd","Chicago","IL","60623-1233",41.864953,-87.725501,"Schools"
"2017","Amandla Charter School","6820 S Washtenaw Ave","Chicago","IL","60629-1826",41.769305,-87.690984,"Schools"
"2018","Shabazz Intl Chtr-B A Sizemore","6936 S Hermitage Ave","Chicago","IL","60636-3333",41.767395,-87.668146,"Schools"
"2019","Betty Shabazz International Charter School","7823 S Ellis Ave","Chicago","IL","60619-3213",41.752433,-87.60005,"Schools"
"2020","Village Leadership Academy","800 S Wells St Ste 90","Chicago","IL","60607-4530",41.871837,-87.634288,"Schools"
"2021","Yeshiva Ohr Boruch","2828 W Pratt Blvd","Chicago","IL","60645-4314",42.005125,-87.700965,"Schools"
"2022","Cheder Lubavitch","5201 Howard St","Skokie","IL","60077-2808",42.018708,-87.758251,"Schools"
"2023","Cheder Lubavitch Hebrew Day Sch","2809 W Jarvis Ave","Chicago","IL","60645-1205",42.015541,-87.699946,"Schools"
"2024","KEC  Area Voc Center","21255 Malta Rd","Malta","IL","",41.942182,-88.87732,"Schools"
"2025","West Elem School","240 S Fair St","Sycamore","IL","60178-1641",41.987151,-88.698095,"Schools"
"2026","DeKalb High School","501 W Dresser Rd","DeKalb","IL","60115-8227",41.952188,-88.755084,"Schools"
"2027","Jefferson Elem School","211 McCormick Dr","DeKalb","IL","60115-1813",41.948473,-88.750264,"Schools"
"2028","Huntley Middle School","1515 S 4th St","DeKalb","IL","60115-4656",41.911789,-88.75333,"Schools"
"2029","Malta Elementary School","5068 IL Route 38","Malta","IL","60150-8332",41.931731,-88.88516,"Schools"
"2030","Lincoln Elementary School","220 E Sunset Pl","DeKalb","IL","60115-4426",41.918075,-88.75665,"Schools"
"2031","Cortland Elementary School","370 E Lexington Ave","Cortland","IL","60112-4417",41.907572,-88.67869,"Schools"
"2032","Clinton Rosette Middle School","650 N 1st St","DeKalb","IL","60115-3154",41.935976,-88.751208,"Schools"
"2033","Gwendolyn Brooks Elem Sch","3225 Sangamon Dr","DeKalb","IL","60115-4702",41.92947,-88.75036,"Schools"
"2034","Littlejohn Elem School","1121 School St","DeKalb","IL","60115-2574",41.938576,-88.739375,"Schools"
"2035","Tyler Elementary School","1021 Alden Circle","De Kalb","IL","60115-4398",41.919553,-88.764976,"Schools"
"2036","Founders Elementary School","821 S 7th St","DeKalb","IL","60115-4572",41.920693,-88.748776,"Schools"
"2037","Safe School Program","408 W Washington St","Bloomington","IL","61701-3808",40.479255,-88.99714,"Schools"
"2038","Regional Alop School","408 W Washington St","Bloomington","IL","61701-3808",40.479255,-88.99714,"Schools"
"2039","Clinton Jr High School","701 Illini Dr","Clinton","IL","61727-2285",40.151414,-88.972714,"Schools"
"2040","Douglas Elem School","905 E Main St","Clinton","IL","61727-1804",40.153052,-88.951197,"Schools"
"2041","Woodland High School","5800 E 3000 North Rd","Streator","IL","61364-8881",41.061486,-88.81691,"Schools"
"2042","Woodland Elementary/Jr High Sch","5800 E 3000 North Rd","Streator","IL","61364-8881",41.061486,-88.81691,"Schools"
"2043","Tri-Point High School","PO Box 316","Cullom","IL","60929-0316",40.882509,-88.30019,"Schools"
"2044","Tri Point Elementary School","PO Box 128","Kempton","IL","60946-0128",40.897321,-88.186897,"Schools"
"2045","Tri-Point Jr High/Elementary","PO Box 158","Piper City","IL","60959-0158",40.720981,-88.186732,"Schools"
"2046","Prairie Central Primary East","PO Box 816","Chatsworth","IL","60921-0816",40.736954,-88.294923,"Schools"
"2047","Livingston County Academy","205 N Adams St","Flanagan","IL","61740-9036",40.88136,-88.854002,"Schools"
"2048","Livingston Co Crossroads Academy","205 N Adams St","Flanagan","IL","61740-9036",40.88136,-88.854002,"Schools"
"2049","Pontiac Jr High School","600 N Morrow St","Pontiac","IL","61764-1451",40.882779,-88.617579,"Schools"
"2050","Washington Elem School","400 N Morrow St","Pontiac","IL","61764-1496",40.883358,-88.617733,"Schools"
"2051","Central Elem School","117 W Livingston St","Pontiac","IL","61764-1821",40.882151,-88.629638,"Schools"
"2052","Lincoln Elementary School","514 S Main St","Pontiac","IL","61764-2477",40.874332,-88.62844,"Schools"
"2053","Odell Grade School","203 N East St","Odell","IL","60460-9602",41.002254,-88.520499,"Schools"
"2054","Hartsburg-Emden Jr-Sr High School","400 W Front St","Hartsburg","IL","62643-7325",40.249904,-89.443903,"Schools"
"2055","Adams Elem School","1311 Nicholson Rd","Lincoln","IL","62656-1202",40.162532,-89.357936,"Schools"
"2056","Central Elem School","100 7th St","Lincoln","IL","62656-2682",40.148795,-89.368115,"Schools"
"2057","Lincoln Jr High School","208 Broadway St","Lincoln","IL","62656-2015",40.14943,-89.366206,"Schools"
"2058","Washington-Monroe Elem School","1002 Pekin St","Lincoln","IL","62656-2915",40.145344,-89.357979,"Schools"
"2059","Northwest Elem School","506 11th St","Lincoln","IL","62656-1902",40.154188,-89.375052,"Schools"
"2060","New Holland-Middletown Elem Sch","75 1250th St","Middletown","IL","62666-9734",40.098764,-89.586432,"Schools"
"2061","Brigham Elementary School","201  Brigham School Rd","Bloomington","IL","",40.442255,-88.993907,"Schools"
"2062","Fairview Elem School","416 Fairview St","Normal","IL","61761-1221",40.525328,-88.993222,"Schools"
"2063","Sugar Creek Elem School","200 N Towanda Ave","Normal","IL","61761-1940",40.512841,-88.95958,"Schools"
"2064","Parkside Elementary School","1900 W College Ave","Normal","IL","61761-2368",40.51064,-89.024268,"Schools"
"2065","Fox Creek Elementary School","3910 Timberwolf Trl","Bloomington","IL","61705-4241",40.438305,-89.052378,"Schools"
"2066","Oakdale Elem School","601 S Adelaide St","Normal","IL","61761-2927",40.505333,-89.002476,"Schools"
"2067","Cedar Ridge Elem School","2808 Breezewood Blvd","Bloomington","IL","61704-9347",40.441767,-88.986589,"Schools"
"2068","Olympia South Elem Sch","103 NE 5th St","Atlanta","IL","61723-8919",40.264036,-89.235501,"Schools"
"2069","Ridgeview High School","202 E Wood St","Colfax","IL","61728-9224",40.563987,-88.614241,"Schools"
"2070","Ridgeview Elementary School","300 S Harrison St","Colfax","IL","61728-9216",40.563477,-88.61343,"Schools"
"2071","Ridgeview Jr High School","202 E Wood St","Colfax","IL","61728-9224",40.563987,-88.614241,"Schools"
"2072","McLean County of","PO Box 2400","Bloomington","IL","61702-2400",40.519236,-88.864303,"Schools"
"2073","Hammitt Junior-Senior High Sch","612 Oglesby Ave","Normal","IL","61761-1888",40.522701,-88.97475,"Schools"
"2074","Hammitt School at the Baby Fold","612 Oglesby Ave","Normal","IL","61761-1888",40.522701,-88.97475,"Schools"
"2075","Bloomington High School","1202 E Locust St","Bloomington","IL","61701-3363",40.486567,-88.973871,"Schools"
"2076","Bloomington Jr High School","901 Colton Ave","Bloomington","IL","61701-3374",40.486994,-88.976321,"Schools"
"2077","Stevenson Elem School","2106 Arrowhead Dr","Bloomington","IL","61704-2357",40.494489,-88.945139,"Schools"
"2078","Bent Elem School","904 N Roosevelt Ave","Bloomington","IL","61701-2936",40.487371,-88.997338,"Schools"
"2079","Sheridan Elem School","1403 W Walnut St","Bloomington","IL","61701-2652",40.486716,-89.010621,"Schools"
"2080","Irving Elementary School","602 W Jackson St","Bloomington","IL","61701-4904",40.474753,-89.000462,"Schools"
"2081","W A Johnson Sch","252 Ridgewood Ave","Bensenville","IL","60106-2316",41.939807,-87.956649,"Schools"
"2082","Tioga Elementary School","212 W Memorial Rd","Bensenville","IL","60106-2692",41.949307,-87.941769,"Schools"
"2083","Blackhawk Middle School","250 S Church Rd","Bensenville","IL","60106-2303",41.950052,-87.958823,"Schools"
"2084","Wesley Elem School","1111 W Westwood Trl","Addison","IL","60101-2156",41.93515,-88.016408,"Schools"
"2085","Ardmore Elem School","644 S Ardmore Ave","Addison","IL","60101-4802",41.914698,-87.980033,"Schools"
"2086","Indian Trail Jr High School","222 N Jf Kennedy Dr","Addison","IL","60101-6602",41.93106,-88.01305,"Schools"
"2087","Fullerton Elem School","400 S Michigan Ave","Addison","IL","60101-4605",41.917459,-87.984878,"Schools"
"2088","Lake Park Elem School","330 W Lake Park Dr","Addison","IL","60101-3744",41.92301,-87.997901,"Schools"
"2089","Addison Early Learning Center","650 S Ardmore Ave","Addison","IL","60101-4802",41.914698,-87.980033,"Schools"
"2090","Lincoln Elem School","720 N Lincoln Ave","Addison","IL","60101-2573",41.940496,-87.996142,"Schools"
"2091","Army Trail Elem School","346 W Army Trail Blvd","Addison","IL","60101-3402",41.931768,-87.996884,"Schools"
"2092","Oakbrook Elem School","170 S Wood Dale Rd","Wood Dale","IL","60191-2271",41.953864,-87.978757,"Schools"
"2093","Wood Dale Jr High School","6N655 Wood Dale Rd","Wood Dale","IL","60191-1125",41.990855,-87.979822,"Schools"
"2094","Westview Elem School","200 N Addison Rd","Wood Dale","IL","60191-1984",41.959573,-87.990951,"Schools"
"2095","Winnebago Elem School","195 Greenway Dr","Bloomingdale","IL","60108-2026",41.942003,-88.069826,"Schools"
"2096","Marquardt Middle School","1912 Glen Ellyn Rd","Glendale Heights","IL","60139-2203",41.92798,-88.065345,"Schools"
"2097","G Stanley Hall Elem School","1447 Wayne Ave","Glendale Heights","IL","60139-2915",41.912804,-88.053255,"Schools"
"2098","Reskin Elem School","1555 Ardmore Ave","Glendale Heights","IL","60139-2505",41.915813,-88.068132,"Schools"
"2099","Black Hawk Elem School","2101 Gladstone Dr","Glendale Heights","IL","60139-1809",41.935931,-88.083925,"Schools"
"2100","Americana Intermediate School","1629 President St","Glendale Heights","IL","60139-2017",41.918137,-88.089884,"Schools"
"2101","Greenbrook Elem School","5208 Arlington Cir","Hanover Park","IL","60133-5519",41.969458,-88.137194,"Schools"
"2102","Philip J Rock Center and School","818 Du Page Blvd","Glen Ellyn","IL","60137-5810",41.862369,-88.05376,"Schools"
"2103","Indian Knoll Elem School","N645 Indian Knoll Rd","West Chicago","IL","60185-2424",41.884088,-88.173123,"Schools"
"2104","Gary Elementary School","130 E Forest Ave","West Chicago","IL","60185-3524",41.872591,-88.201594,"Schools"
"2105","Pioneer Elem School","615 Kenwood Ave","West Chicago","IL","60185-3227",41.875404,-88.214047,"Schools"
"2106","Wegner Elementary School","1180 Marcella Ln","West Chicago","IL","60185-5050",41.905665,-88.21098,"Schools"
"2107","Turner Elem School","750 Ingalton Ave","West Chicago","IL","60185-2090",41.894451,-88.200641,"Schools"
"2108","Currier Elementary School","800 Garys Mill Rd","West Chicago","IL","60185-4100",41.85676,-88.191666,"Schools"
"2109","Early Learning Center","300 E Forest Ave","West Chicago","IL","60185-3528",41.87093,-88.201266,"Schools"
"2110","Leman Middle School","238 E Hazel St","West Chicago","IL","60185-3512",41.873675,-88.202393,"Schools"
"2111","Madison Elementary School","150 W Madison St","Lombard","IL","60148-3317",41.876096,-88.021359,"Schools"
"2112","Jackson Middle School","301 W Jackson St","Villa Park","IL","60181-3127",41.869925,-87.985278,"Schools"
"2113","Jefferson Middle School","255 W Vermont St","Villa Park","IL","60181-1943",41.897746,-87.984904,"Schools"
"2114","North Elem School","150 W Sunset Ave","Villa Park","IL","60181-1540",41.901964,-87.982816,"Schools"
"2115","Schafer Elem School","700 E Pleasant Ln","Lombard","IL","60148-1923",41.897246,-88.001478,"Schools"
"2116","Stevenson School","18W331 15th St","Lombard","IL","60148-4191",41.854062,-87.985719,"Schools"
"2117","York Center Elem School","895 E 14Th St","Lombard","IL","60148-4704",41.8567,-87.99723,"Schools"
"2118","Addison Trail High School","213 N Lombard Rd","Addison","IL","60101-1906",41.932436,-88.020204,"Schools"
"2119","Burr Ridge Middle School","15W451 91st St","Burr Ridge","IL","60527-6379",41.723501,-87.925337,"Schools"
"2120","Anne M Jeans Elem School","16W631 91st St","Willowbrook","IL","60527-6126",41.722519,-87.949449,"Schools"
"2121","Clifford Johnson School","2S700 Continental Dr","Warrenville","IL","60555-1456",41.828796,-88.207712,"Schools"
"2122","Georgetown Elementary School","995 Long Grove Dr","Aurora","IL","60504-5958",41.737044,-88.240864,"Schools"
"2123","Wheatland Academy","3003 103Rd St","Naperville","IL","60564-8000",41.696012,-88.206168,"Schools"
"2124","Conrad Fischer Elem School","888 N Wilson St","Elmhurst","IL","60126-1376",41.926992,-87.936533,"Schools"
"2125","Deaf/Hard of Hearing Programs","2900 Ogden Ave","Lisle","IL","60532-1631",41.797383,-88.107753,"Schools"
"2126","Southeast Alternative School","6S331 Cornwall Rd","Naperville","IL","60540-3635",41.779496,-88.11139,"Schools"
"2127","Transition Program","2900 Ogden Ave","Lisle","IL","60532-1631",41.797383,-88.107753,"Schools"
"2128","ROE 20 Learning Alternative Branch School","305 S Powell St","Norris City","IL","62869-1152",37.978255,-88.324394,"Schools"
"2129","ROE 20 Learning Alt Branch School","305 S Powell St","Norris City","IL","62869-1152",37.978255,-88.324394,"Schools"
"2130","Gallatin High School","5175 Highway 13","Junction","IL","62954-2101",37.740495,-88.278522,"Schools"
"2131","Gallatin Junior High School","5175 Highway 13","Junction","IL","62954-2101",37.740495,-88.278522,"Schools"
"2132","Gallatin Elementary School","5175 Highway 13","Junction","IL","62954-2101",37.740495,-88.278522,"Schools"
"2133","Hamilton County Jr/Sr High School","1 Fox Ln","Mc Leansboro","IL","62859-1149",38.168381,-88.464216,"Schools"
"2134","East Side Elementary School","501 E Randolph St","Mc Leansboro","IL","62859-1564",38.089699,-88.529749,"Schools"
"2135","Hardin County High School","PO Box 218","Elizabethtown","IL","62931-0218",37.500757,-88.238292,"Schools"
"2136","Hardin County Jr High School","PO Box 218","Elizabethtown","IL","62931-0218",37.500757,-88.238292,"Schools"
"2137","Hardin County Elem School","PO Box 218","Elizabethtown","IL","62931-0218",37.500757,-88.238292,"Schools"
"2138","Pope Co High School","125 State Highway 146 W","Golconda","IL","62938-4203",37.360193,-88.488571,"Schools"
"2139","Pope County Elementary School","125 State Highway 146 W","Golconda","IL","62938-4203",37.360193,-88.488571,"Schools"
"2140","Galatia High School","200 N McKinley St","Galatia","IL","62935-1104",37.843073,-88.605356,"Schools"
"2141","Galatia Jr High","200 N McKinley St","Galatia","IL","62935-1104",37.843073,-88.605356,"Schools"
"2142","Galatia Elem School","200 N Hickory St","Galatia","IL","62935-1002",37.841102,-88.613244,"Schools"
